"label","year","month","day","region","island","side","reef","reef_joined","protection_status","latitude","longitude","habitat","transect","phylum","taxa1","taxa2","taxa3","functional_group","species","quantity"
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward","Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,NA,NA,NA,NA,"Microalgae","Cianobacterias",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward","Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,NA,NA,NA,NA,"Turf","Turf",7
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward","Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",29
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward","Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",6,NA,NA,NA,NA,"Microalgae","Cianobacterias",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward","Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",6,NA,NA,NA,NA,"Turf","Turf",15
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",2
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",19
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",13
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",21
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",14
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",32
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Caribbean",2,"MPA",22.384533,-89.625483,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",7
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",2
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",12
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",14
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",6
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",2
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",2,NA,NA,NA,NA,"Microalgae","Cianobacterias",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",24
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",11
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",5,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",5,NA,NA,NA,NA,"Turf","Turf",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",5
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",8
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,NA,NA,NA,NA,"Microalgae","Cianobacterias",1
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",6,NA,NA,NA,NA,"Turf","Turf",7
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",4
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",38
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",3
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",1,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",2
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",5
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",21
"ALG",2019,8,7,"Alacranes","Arrecife Alacranes","Windward","Tweed",3,"MPA",22.546017,-89.661001,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",8
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",43
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",3
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",34
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",4
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",42
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",5,NA,NA,NA,NA,"Turf","Turf",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",46
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",44
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",3
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",36
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Arcos",5,"NTZ",22.587133,-89.753317,"Coral",6,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",7
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",22
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",27
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",2,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",2
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",4
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",32
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",5
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",30
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,NA,NA,NA,NA,"Turf","Turf",7
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",3
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",22
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",20
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",3
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward","Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,NA,NA,NA,NA,"Turf","Turf",12
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",9
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",19
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",5
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",5,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",5,NA,NA,NA,NA,"Turf","Turf",20
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",26
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","ACA","Amphiroa sp",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",2
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",1,NA,NA,NA,NA,"Microalgae","Cianobacterias",1
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",10
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",4
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",7
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",3
"ALG",2019,8,8,"Alacranes","Arrecife Alacranes","Windward","Vapor",3,"MPA",22.539501,-89.654101,"Coral",6,NA,NA,NA,NA,"Turf","Turf",14
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",26
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",1
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",6
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,NA,NA,NA,NA,"Turf","Turf",2
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",9
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",29
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",7
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",28
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",2
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,NA,NA,NA,NA,"Turf","Turf",6
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",4
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",38
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,NA,NA,NA,NA,"Turf","Turf",5
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,"Chlorophyta","Ulvophyceae",NA,"Bryopsidales","ACA","Halimeda sp",1
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",9
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",39
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Foliose","Stypopodium zonale",1
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,"Rhodophyta","Florideophyceae","Corallinophycidae","Corallinales","CCA","Calcarea costrosa",1
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",12
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",29
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",1
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",34
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",3
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",3,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",33
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Dictyota sp",3
"ALG",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward","Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",5,"Ochrophyta","Phaeophyceae","Dictyotophycidae","Dictyotales","Corticated foliose","Lobophora variegata",44
